title,company,location,work_type,level,compensation,link,id,scraped_date
"Backend Engineer, Agentic AI (Staff+ Level)",Granted,,,,,https://www.builtinla.com/job/founding-ai-engineer/7253881,7253881,2026-03-27
AI Lead Software Engineer - Remote,Commerce,,,,,https://www.builtinla.com/job/lead-software-engineer/6995744,6995744,2026-03-27
Staff AI Software Engineer,Drata,,,,,https://www.builtinla.com/job/staff-ai-software-engineer/8629184,8629184,2026-03-27
Lead AI AppSec Engineer,Capital Group,,,,,https://www.builtinla.com/job/ai-appsec-engineer-v/7660445,7660445,2026-03-27
AI Engineer,HouseAccount,,,,,https://www.builtinla.com/job/ai-engineer/7495968,7495968,2026-03-27
​Senior AI Engineer (Evals/Observability Concentration),Risepoint,,,,,https://www.builtinla.com/job/senior-ai-engineer-evals-observability-concentration/8679787,8679787,2026-03-27
AI Solutions Engineer,DLA Piper,,,,,https://www.builtinla.com/job/solutions-engineer/8676250,8676250,2026-03-27
Senior ML/AI Engineer,Equip,,,,,https://www.builtinla.com/job/senior-ml-ai-engineer/8664605,8664605,2026-03-27
Principal AI Engineer (US),PointClickCare,,,,,https://www.builtinla.com/job/principal-ai-engineer-us/8663109,8663109,2026-03-27
"Consulting Systems Engineer (SoCal) - AI, Data, and DevOps Solutions",World Wide Technology,,,,,https://www.builtinla.com/job/consulting-systems-engineer-socal-ai-data-and-devops-solutions/7903587,7903587,2026-03-27
AI Developer (QB - AI - 20260112),Celara,,,,,https://www.builtinla.com/job/ai-developer-qb-ai-20260112/8177550,8177550,2026-03-27
Founding AI Engineer,Coverbase,,,,,https://www.builtinla.com/job/founding-ai-engineer/7780278,7780278,2026-03-27
Senior AI Engineer,Talkspace,,,,,https://www.builtinla.com/job/senior-ai-engineer/8018375,8018375,2026-03-27
Machine Learning Engineer Intern: 3D Generative AI (Q1 2026),Genies,,,,,https://www.builtinla.com/job/machine-learning-engineer-intern-3d-generative-ai-q1-2026/7901562,7901562,2026-03-27
Data Scientist- AI Engineer,Redwood Software,,,,,https://www.builtinla.com/job/data-scientist-ai-engineer/8652387,8652387,2026-03-27
Principal AI Engineer,Pair Team,,,,,https://www.builtinla.com/job/ai-engineer/8648045,8648045,2026-03-27
"Staff AI Innovation Engineer, EX",Airbnb,,,,,https://www.builtinla.com/job/staff-ai-innovation-engineer-employee-experience/7979527,7979527,2026-03-27
Artificial Intelligence Lead (Engineer),Cushman & Wakefield,,,,,https://www.builtinla.com/job/artificial-intelligence-lead-engineer/8430104,8430104,2026-03-27
"Staff Software Engineer, Artificial Intelligence",Fabric Health,,,,,https://www.builtinla.com/job/staff-software-engineer-artificial-intelligence/8880293,8880293,2026-03-27
AI Technology Support Engineer/Analyst,Amentum,,,,,https://www.builtinla.com/job/ai-technology-support-engineer-analyst/8879631,8879631,2026-03-27
AI Design Engineer,GE Vernova,,,,,https://www.builtinla.com/job/ai-design-engineer/8878721,8878721,2026-03-27
AI Marketing Engineer,Pindrop,,,,,https://www.builtinla.com/job/marketing-operations-manager/8324691,8324691,2026-03-27
Founding Backend Engineer – AI & Data,Clipbook,,,,,https://www.builtinla.com/job/founding-backend-engineer-ai-data/8877258,8877258,2026-03-27
Sr. AI Quality Engineer,UP.Labs,,,,,https://www.builtinla.com/job/sr-ai-quality-engineer/8876962,8876962,2026-03-27
Senior AI Software Engineer,Firestorm,,,,,https://www.builtinla.com/job/senior-ai-software-engineer/8874850,8874850,2026-03-27
Senior AI Platform Engineer,Firestorm,,,,,https://www.builtinla.com/job/senior-ai-platform-engineer/8874830,8874830,2026-03-27
